Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Total;Valor Total p m2;Zona;Tipo Agregado
Quitinete;Centro;1;0;0;31;750.0;350.0;20.0;1120.0;36.13;Centro;Apartamento
Quitinete;Fátima;0;0;0;25;1000.0;400.0;25.0;1425.0;57.0;Centro;Apartamento
Quitinete;Santa Teresa;0;1;0;50;800.0;493.0;0.0;1293.0;25.86;Centro;Apartamento
Quitinete;Centro;0;0;0;28;800.0;303.0;20.0;1123.0;40.11;Centro;Apartamento
Quitinete;Centro;1;0;0;35;650.0;398.0;0.0;1048.0;29.94;Centro;Apartamento
Quitinete;Centro;1;0;0;30;750.0;330.0;25.0;1105.0;36.83;Centro;Apartamento
Quitinete;Centro;1;0;0;25;700.0;292.0;24.0;1016.0;40.64;Centro;Apartamento
Quitinete;Centro;0;0;0;30;1000.0;480.0;0.0;1480.0;49.33;Centro;Apartamento
Quitinete;Centro;1;0;0;25;800.0;200.0;25.0;1025.0;41.0;Centro;Apartamento
Quitinete;Estácio;0;0;0;15;700.0;0.0;0.0;700.0;46.67;Centro;Apartamento
Quitinete;Centro;1;0;0;42;850.0;543.0;26.0;1419.0;33.79;Centro;Apartamento
Quitinete;Centro;0;0;0;32;600.0;401.0;25.0;1026.0;32.06;Centro;Apartamento
Quitinete;Centro;1;0;0;18;950.0;397.0;24.0;1371.0;76.17;Centro;Apartamento
Quitinete;Centro;1;0;0;25;1750.0;0.0;0.0;1750.0;70.0;Centro;Apartamento
Quitinete;Glória;1;0;0;35;1100.0;495.0;0.0;1595.0;45.57;Centro;Apartamento
Quitinete;Estácio;1;0;0;18;600.0;150.0;25.0;775.0;43.06;Centro;Apartamento
Quitinete;Centro;1;0;0;40;1000.0;275.0;20.0;1295.0;32.38;Centro;Apartamento
Quitinete;Centro;1;0;0;23;1290.0;326.0;136.0;1752.0;76.17;Centro;Apartamento
Quitinete;Centro;1;0;0;30;800.0;400.0;23.0;1223.0;40.77;Centro;Apartamento
Quitinete;Centro;1;0;0;27;800.0;450.0;15.0;1265.0;46.85;Centro;Apartamento
Quitinete;Fátima;1;0;0;35;900.0;310.0;25.0;1235.0;35.29;Centro;Apartamento
Quitinete;Centro;1;0;0;21;800.0;306.0;0.0;1106.0;52.67;Centro;Apartamento
Quitinete;Santa Teresa;1;0;0;30;500.0;0.0;31.0;531.0;17.7;Centro;Apartamento
Quitinete;Glória;1;0;0;26;900.0;402.0;0.0;1302.0;50.08;Centro;Apartamento
Quitinete;Centro;0;0;0;20;700.0;250.0;15.0;965.0;48.25;Centro;Apartamento
Quitinete;Centro;1;0;0;31;1100.0;480.0;0.0;1580.0;50.97;Centro;Apartamento
Quitinete;Centro;1;0;0;30;1100.0;440.0;24.0;1564.0;52.13;Centro;Apartamento
Quitinete;Glória;1;0;0;32;1200.0;680.0;55.0;1935.0;60.47;Centro;Apartamento
Quitinete;Centro;1;0;0;30;750.0;350.0;0.0;1100.0;36.67;Centro;Apartamento
Quitinete;Centro;0;0;0;25;1000.0;390.0;0.0;1390.0;55.6;Centro;Apartamento
Quitinete;Centro;1;0;0;28;1700.0;320.0;202.0;2222.0;79.36;Centro;Apartamento
Quitinete;Centro;1;0;0;23;650.0;439.0;25.0;1114.0;48.43;Centro;Apartamento
Quitinete;Centro;1;0;0;28;900.0;172.0;24.0;1096.0;39.14;Centro;Apartamento
Quitinete;Centro;0;0;0;23;1000.0;242.0;20.0;1262.0;54.87;Centro;Apartamento
