Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Total;Valor Total p m2;Zona;Tipo Agregado
Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0;4950.0;86.84;Sul;Apartamento
Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;3180.0;33.47;Norte;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;0.0;2724.0;43.24;Oeste;Apartamento
Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0;5520.0;55.2;Sul;Apartamento
Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0;10232.0;62.01;Sul;Apartamento
Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0;14100.0;88.12;Sul;Apartamento
Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0;2750.0;57.29;Sul;Apartamento
Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0;6461.0;74.26;Sul;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0;5400.0;51.43;Oeste;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0;5180.0;64.75;Oeste;Apartamento
Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;0.0;6400.0;62.75;Sul;Apartamento
Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;3818.0;31.82;Sul;Apartamento
Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;0.0;5800.0;51.79;Sul;Apartamento
Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0;1085.0;18.08;Norte;Apartamento
Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0;3810.0;50.8;Sul;Apartamento
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;76.5;Sul;Apartamento
Apartamento;Engenho Novo;2;0;0;53;1400.0;460.0;12.0;1872.0;35.32;Norte;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;132;2800.0;879.0;0.0;3679.0;27.87;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;2;1;86;3500.0;1307.0;0.0;4807.0;55.9;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0;2540.0;31.75;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0;5097.0;25.48;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0;3486.0;45.27;Oeste;Apartamento
Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0;1361.0;21.6;Norte;Apartamento
Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;0.0;6630.0;44.5;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0;3528.0;33.28;Oeste;Apartamento
Apartamento;Anil;2;1;0;48;1100.0;400.0;0.0;1500.0;31.25;Oeste;Apartamento
Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0;3736.0;54.94;Sul;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;0.0;2680.0;35.73;Oeste;Apartamento
Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0;15725.0;162.11;Sul;Apartamento
Apartamento;Cachambi;3;0;0;70;900.0;200.0;30.0;1130.0;16.14;Norte;Apartamento
Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0;5545.0;19.87;Sul;Apartamento
Apartamento;Cachambi;2;1;0;70;950.0;530.0;30.0;1510.0;21.57;Norte;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;400;3500.0;800.0;500.0;4800.0;12.0;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0;2854.0;32.07;Oeste;Apartamento
Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0;2135.0;17.79;Norte;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0;5003.0;27.64;Oeste;Apartamento
